Mon Nov 25 21:34:57 2024    cuset_cond_profiling.prof

         68400898 function calls (67501035 primitive calls) in 269.723 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   413700    1.065    0.000    1.170    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/models/FactorGraph.py:157(get_cardinality)
   709208    1.090    0.000    1.145    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:132(geterr)
   118691    1.140    0.000    1.140    0.000 {method 'strftime' of 'datetime.date' objects}
   118200    0.439    0.000    1.122    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/inference/base.py:178(_check_virtual_evidence)
   177305    0.756    0.000    0.971    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:136(ones)
   177300    0.311    0.000    0.952    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/models/FactorGraph.py:474(get_point_mass_message)
   709200    0.491    0.000    0.947    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:452(_no_nep50_warning)
   296094    0.367    0.000    0.839    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexes/base.py:3763(get_loc)
5682932/5682927    0.541    0.000    0.816    0.000 {built-in method builtins.isinstance}
474609/474605    0.770    0.000    0.772    0.000 {built-in method builtins.all}
   354608    0.225    0.000    0.730    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/contextlib.py:130(__enter__)
   354608    0.222    0.000    0.713    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/contextlib.py:279(helper)
  1300340    0.598    0.000    0.598    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:72(<dictcomp>)
   709208    0.546    0.000    0.546    0.000 {built-in method numpy.seterrobj}
   354608    0.379    0.000    0.491    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/contextlib.py:102(__init__)
5342942/5338734    0.469    0.000    0.471    0.000 {built-in method builtins.len}
595976/595967    0.469    0.000    0.469    0.000 {built-in method builtins.getattr}
   296094    0.438    0.000    0.438    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
   236420    0.419    0.000    0.419    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/utils/state_name.py:48(<dictcomp>)
        1    0.000    0.000    0.408    0.408 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:3774(write_image)
        1    0.000    0.000    0.407    0.407 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/io/_kaleido.py:150(write_image)
        1    0.000    0.000    0.406    0.406 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/io/_kaleido.py:25(to_image)
        1    0.000    0.000    0.404    0.404 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/kaleido/scopes/plotly.py:78(transform)
        1    0.000    0.000    0.402    0.402 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/kaleido/scopes/base.py:283(_perform_transform)
   354803    0.271    0.000    0.395    0.000 <frozen importlib._bootstrap>:1053(_handle_fromlist)
   650100    0.233    0.000    0.395    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/inference/base.py:252(_get_virtual_evidence_var_list)
        1    0.378    0.378    0.378    0.378 {method 'readline' of '_io.BufferedReader' objects}
   531900    0.264    0.000    0.338    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/classes/graph.py:1315(neighbors)
   118200    0.150    0.000    0.336    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/factors/discrete/DiscreteFactor.py:136(get_cardinality)
  1419007    0.335    0.000    0.335    0.000 {method 'copy' of 'dict' objects}
   298460    0.212    0.000    0.317    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexing.py:2678(check_dict_or_set_indexers)
   295525    0.298    0.000    0.298    0.000 {method 'reshape' of 'numpy.ndarray' objects}
   297877    0.147    0.000    0.294    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/series.py:750(_values)
   472800    0.158    0.000    0.281    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:1380(<listcomp>)
   354600    0.276    0.000    0.276    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
  2659500    0.276    0.000    0.276    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/factors/discrete/DiscreteFactor.py:118(scope)
   236411    0.274    0.000    0.274    0.000 {built-in method numpy.zeros}
    59187    0.029    0.000    0.271    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/abc.py:117(__instancecheck__)
    59187    0.140    0.000    0.242    0.000 {built-in method _abc._abc_instancecheck}
  1063811    0.225    0.000    0.225    0.000 {built-in method numpy.asanyarray}
  1063804    0.221    0.000    0.221    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2416(_all_dispatcher)
   236619    0.201    0.000    0.203    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.191    0.191 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/inf_cutset_conditioning/cutset_cond_algs.py:261(load_long_noise_model_through_time)
        2    0.000    0.000    0.190    0.095 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/builders.py:773(o2sat_fev1_fef2575_long_model_noise_shared_healthy_vars_and_temporal_ar)
   178503    0.184    0.000    0.184    0.000 {built-in method numpy.empty}
  2069122    0.184    0.000    0.184    0.000 {method 'keys' of 'dict' objects}
   354600    0.179    0.000    0.179    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        2    0.000    0.000    0.176    0.088 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/graph_builders.py:712(fev1_fef2575_o2sat_point_in_time_noise_factor_graph)
   236420    0.156    0.000    0.175    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/utils/compat_fns.py:8(size)
        2    0.000    0.000    0.173    0.086 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/base/UndirectedGraph.py:195(add_edges_from)
       38    0.000    0.000    0.173    0.005 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/models/FactorGraph.py:71(add_edge)
       38    0.000    0.000    0.173    0.005 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/base/UndirectedGraph.py:155(add_edge)
       38    0.000    0.000    0.173    0.005 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/classes/graph.py:893(add_edge)
      192    0.002    0.000    0.172    0.001 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/factors/discrete/DiscreteFactor.py:1017(__hash__)
  1418416    0.170    0.000    0.170    0.000 {built-in method numpy.geterrobj}
   531900    0.163    0.000    0.163    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/inference/ExactInference.py:1402(<listcomp>)
   650100    0.162    0.000    0.162    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/inference/base.py:263(<listcomp>)
   236402    0.148    0.000    0.148    0.000 {method 'transpose' of 'numpy.ndarray' objects}
   354604    0.147    0.000    0.147    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:426(__init__)
   297877    0.147    0.000    0.147    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/managers.py:1960(internal_values)
  1300918    0.145    0.000    0.145    0.000 {method 'items' of 'dict' objects}
  1360811    0.134    0.000    0.134    0.000 {method 'append' of 'list' objects}
    59000    0.134    0.000    0.134    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/helpers.py:824(calc_days_elapsed)
   300232    0.092    0.000    0.130    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/common.py:367(apply_if_callable)
   472800    0.123    0.000    0.123    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
    59100    0.114    0.000    0.114    0.000 {method 'flatten' of 'numpy.ndarray' objects}
   118200    0.091    0.000    0.105    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/factors/discrete/DiscreteFactor.py:165(<dictcomp>)
   236400    0.104    0.000    0.104    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:1455(<listcomp>)
   299641    0.102    0.000    0.102    0.000 {pandas._libs.lib.is_scalar}
59123/59105    0.027    0.000    0.102    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/abc.py:121(__subclasscheck__)
   355699    0.101    0.000    0.101    0.000 {built-in method builtins.hasattr}
     2365    0.007    0.000    0.098    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexing.py:1139(__getitem__)
   118200    0.096    0.000    0.096    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/inference/ExactInference.py:1281(__init__)
   354600    0.088    0.000    0.088    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/global_vars.py:148(get_compute_backend)
      384    0.000    0.000    0.088    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/utils/compat_fns.py:27(tobytes)
      384    0.087    0.000    0.087    0.000 {method 'tobytes' of 'numpy.ndarray' objects}
   532322    0.086    0.000    0.086    0.000 {method 'index' of 'list' objects}
      592    0.002    0.000    0.083    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/frame.py:1401(iterrows)
   595143    0.082    0.000    0.082    0.000 {pandas._libs.lib.is_integer}
    59100    0.078    0.000    0.078    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/helpers.py:778(add_or_update_posterior)
      596    0.009    0.000    0.076    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/series.py:371(__init__)
59123/59105    0.075    0.000    0.075    0.000 {built-in method _abc._abc_subclasscheck}
   531939    0.074    0.000    0.074    0.000 {built-in method builtins.iter}
   354600    0.074    0.000    0.074    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:2166(_allclose_dispatcher)
   236420    0.072    0.000    0.072    0.000 {method 'intersection' of 'set' objects}
   355413    0.071    0.000    0.071    0.000 {built-in method __new__ of type object at 0x1047dd920}
     2399    0.069    0.000    0.069    0.000 {built-in method builtins.hash}
    69226    0.043    0.000    0.069    0.000 {method 'get' of 'dict' objects}
   472800    0.060    0.000    0.060    0.000 {built-in method _operator.index}
   177300    0.059    0.000    0.059    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/inference/ExactInference.py:1345(<listcomp>)
      592    0.003    0.000    0.057    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexing.py:1681(_getitem_axis)
   354600    0.051    0.000    0.051    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:2245(_isclose_dispatcher)
   118200    0.051    0.000    0.051    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/factors/discrete/DiscreteFactor.py:162(<listcomp>)
      595    0.004    0.000    0.047    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/frame.py:3776(_ixs)
   118200    0.047    0.000    0.047    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/classes/reportviews.py:197(__contains__)
   355192    0.046    0.000    0.046    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/multiarray.py:669(result_type)
   236403    0.045    0.000    0.045    0.000 {method 'insert' of 'list' objects}
   236420    0.043    0.000    0.043    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2974(_prod_dispatcher)
   295520    0.041    0.000    0.041    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/global_vars.py:142(get_dtype)
   236400    0.039    0.000    0.039    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:1389(_moveaxis_dispatcher)
   300246    0.038    0.000    0.038    0.000 {built-in method builtins.callable}
   296094    0.034    0.000    0.034    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexes/base.py:6612(_maybe_cast_indexer)
      591    0.011    0.000    0.034    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/managers.py:941(fast_xs)
   177903    0.032    0.000    0.032    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/multiarray.py:1080(copyto)
      600    0.006    0.000    0.031    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/construction.py:519(sanitize_array)
       12    0.000    0.000    0.030    0.002 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5104(update)
   118220    0.027    0.000    0.027    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/classes/reportviews.py:205(__call__)
        1    0.000    0.000    0.022    0.022 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/subplots.py:6(make_subplots)
        1    0.000    0.000    0.022    0.022 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/_subplots.py:42(make_subplots)
    30/24    0.000    0.000    0.021    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:3846(_perform_update)
        3    0.000    0.000    0.021    0.007 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_figure.py:766(update_layout)
        3    0.000    0.000    0.021    0.007 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:1367(update_layout)
        3    0.021    0.007    0.021    0.007 {method 'write' of '_io.BufferedWriter' objects}
      596    0.004    0.000    0.019    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1147(maybe_infer_to_datetimelike)
      597    0.011    0.000    0.015    0.000 {pandas._libs.lib.maybe_convert_objects}
        2    0.000    0.000    0.015    0.007 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/var_builders.py:809(o2sat_fev1_fef2575_long_model_noise_shared_healthy_vars_and_temporal_ar)
      592    0.001    0.000    0.013    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/base.py:347(interleaved_dtype)
  835/612    0.003    0.000    0.013    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4667(__getitem__)
      592    0.004    0.000    0.012    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1400(find_common_type)
       14    0.000    0.000    0.012    0.001 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/cpts/helpers.py:11(get_cpt)
     1772    0.006    0.000    0.012    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexing.py:1213(_is_scalar_access)
       14    0.000    0.000    0.011    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/lib/npyio.py:282(load)
      299    0.002    0.000    0.011    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:49(_str_to_dict_path_full)
  191/189    0.000    0.000    0.010    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:157(_check_path_in_prop_tree)
      596    0.003    0.000    0.010    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/managers.py:1825(from_array)
  482/367    0.001    0.000    0.010    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4762(__contains__)
     1772    0.004    0.000    0.010    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/frame.py:3982(_get_value)
       35    0.009    0.000    0.009    0.000 {method 'copy' of 'numpy.ndarray' objects}
    92/64    0.000    0.000    0.009    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4805(__setitem__)
  573/555    0.000    0.000    0.009    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5872(__getitem__)
  386/324    0.000    0.000    0.009    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5879(__contains__)
     2390    0.003    0.000    0.009    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/generic.py:6206(__setattr__)
       16    0.000    0.000    0.008    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:3003(batch_update)
        8    0.000    0.000    0.008    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2868(plotly_update)
      598    0.001    0.000    0.008    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/_config/config.py:271(__call__)
     1196    0.005    0.000    0.007    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/generic.py:6147(__finalize__)
 1274/704    0.001    0.000    0.007    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4416(_props)
      598    0.001    0.000    0.007    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/_config/config.py:145(_get_option)
     3788    0.001    0.000    0.007    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:1819(_str_to_dict_path)
       14    0.000    0.000    0.006    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/lib/format.py:738(read_array)
        3    0.000    0.000    0.006    0.002 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_figure.py:23773(update_xaxes)
     4744    0.002    0.000    0.006    0.000 {built-in method builtins.any}
  288/170    0.001    0.000    0.006    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4439(_get_child_props)
      360    0.000    0.000    0.006    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:91(_split_and_chomp)
     1187    0.004    0.000    0.005    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2388(new_block)
        8    0.000    0.000    0.005    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2942(_perform_plotly_update)
        8    0.000    0.000    0.005    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2619(_perform_plotly_relayout)
       14    0.005    0.000    0.005    0.000 {built-in method numpy.fromfile}
       73    0.000    0.000    0.005    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5179(_set_prop)
  3329/24    0.002    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/copy.py:128(deepcopy)
  720/360    0.001    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/utils.py:379(chomp_empty_strings)
   248/22    0.000    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/copy.py:227(_deepcopy_dict)
     1200    0.003    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/generic.py:274(__init__)
      595    0.001    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/frame.py:654(_constructor_sliced_from_mgr)
        1    0.000    0.000    0.004    0.004 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/inference/helpers.py:78(plot_histogram)
      598    0.001    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/_config/config.py:127(_get_single_key)
        1    0.000    0.000    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_figure.py:5(__init__)
        1    0.000    0.000    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:410(__init__)
       28    0.000    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2662(_is_key_path_compatible)
    11824    0.004    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/blocks.py:1007(iget)
       13    0.000    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5886(__setitem__)
      597    0.002    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/generic.py:760(_set_axis)
        2    0.000    0.000    0.004    0.002 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_figure.py:23915(update_yaxes)
      598    0.002    0.000    0.003    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:274(full)
