Mon Nov 25 18:47:47 2024    cuset_cond_profiling.prof

         253237092 function calls (251155229 primitive calls) in 687.735 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   945792    2.414    0.000   35.970    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/factors/discrete/DiscreteFactor.py:845(copy)
   945792    1.522    0.000   31.776    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/utils/compat_fns.py:15(copy)
    59100    0.086    0.000   31.759    0.001 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/helpers.py:438(get_point_message)
  3250640    4.363    0.000   24.493    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:71(_wrapreduction)
  2836804    2.118    0.000   23.492    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2421(all)
  3723079   19.037    0.000   19.037    0.000 {method 'reduce' of 'numpy.ufunc' objects}
   236420    2.158    0.000    8.661    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/factors/discrete/DiscreteFactor.py:82(__init__)
  1891208    2.938    0.000    6.659    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:33(seterr)
   768698    6.071    0.000    6.071    0.000 {built-in method builtins.sum}
   591000    1.867    0.000    5.988    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:1393(moveaxis)
    59100    0.168    0.000    4.618    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/inf_cutset_conditioning/helpers.py:5(build_vevidence_cutset_conditioned_ar)
   945604    0.623    0.000    4.133    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:430(__enter__)
   945604    0.753    0.000    3.902    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:435(__exit__)
   236400    0.974    0.000    3.856    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/models/FactorGraph.py:503(get_uniform_message)
   296091    0.842    0.000    3.288    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/series.py:1016(__getitem__)
  1182000    1.915    0.000    2.989    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:1330(normalize_axis_tuple)
   118802    0.454    0.000    2.929    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/generic.py:6189(__getattr__)
  1122900    1.012    0.000    2.727    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/inference/ExactInference.py:1515(calc_variable_node_message)
  1891216    0.654    0.000    2.580    0.000 {built-in method builtins.next}
    59100    0.322    0.000    2.570    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/factors/discrete/CPD.py:94(__init__)
   236420    0.557    0.000    2.570    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/utils/state_name.py:8(store_state_names)
  1891208    2.373    0.000    2.529    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:132(geterr)
   236420    0.223    0.000    2.525    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2979(prod)
   945608    0.949    0.000    2.393    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/contextlib.py:139(__exit__)
   531900    2.012    0.000    2.228    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/models/FactorGraph.py:157(get_cardinality)
  1891200    1.023    0.000    1.918    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:452(_no_nep50_warning)
    59100    0.896    0.000    1.833    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/helpers.py:795(get_virtual_message)
   296090    0.633    0.000    1.741    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/series.py:1139(_get_value)
   945608    0.523    0.000    1.659    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/contextlib.py:130(__enter__)
   295504    1.266    0.000    1.612    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:136(ones)
   236420    0.202    0.000    1.528    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/utils/state_name.py:52(<dictcomp>)
   945608    0.464    0.000    1.467    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/contextlib.py:279(helper)
1065609/1065605    1.435    0.000    1.437    0.000 {built-in method builtins.all}
  3250640    1.363    0.000    1.363    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:72(<dictcomp>)
   118200    0.544    0.000    1.336    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/inference/base.py:178(_check_virtual_evidence)
   236438    1.327    0.000    1.327    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/utils/state_name.py:53(<dictcomp>)
9288032/9288027    0.991    0.000    1.322    0.000 {built-in method builtins.isinstance}
   118691    1.264    0.000    1.264    0.000 {method 'strftime' of 'datetime.date' objects}
   472406    0.173    0.000    1.257    0.000 {method 'sum' of 'numpy.ndarray' objects}
   177412    0.202    0.000    1.084    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2177(sum)
   472406    0.139    0.000    1.083    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/_methods.py:47(_sum)
   118200    0.211    0.000    1.078    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexes/base.py:5404(_can_hold_identifiers_and_holds_name)
   177300    0.353    0.000    1.023    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/models/FactorGraph.py:474(get_point_mass_message)
   945608    0.786    0.000    1.003    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/contextlib.py:102(__init__)
   945803    0.706    0.000    0.973    0.000 <frozen importlib._bootstrap>:1053(_handle_fromlist)
  1891208    0.955    0.000    0.955    0.000 {built-in method numpy.seterrobj}
10543742/10539534    0.932    0.000    0.934    0.000 {built-in method builtins.len}
  1241100    0.458    0.000    0.774    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/inference/base.py:252(_get_virtual_evidence_var_list)
  1122900    0.577    0.000    0.763    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/classes/graph.py:1315(neighbors)
   296094    0.354    0.000    0.745    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexes/base.py:3763(get_loc)
  1182000    0.401    0.000    0.687    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:1380(<listcomp>)
1305176/1305167    0.640    0.000    0.640    0.000 {built-in method builtins.getattr}
  5969100    0.598    0.000    0.598    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/factors/discrete/DiscreteFactor.py:118(scope)
  3073807    0.576    0.000    0.576    0.000 {method 'copy' of 'dict' objects}
  2836811    0.521    0.000    0.521    0.000 {built-in method numpy.asanyarray}
   177383    0.519    0.000    0.519    0.000 {method 'format' of 'str' objects}
   945600    0.501    0.000    0.501    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
  2836804    0.499    0.000    0.499    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2416(_all_dispatcher)
   236420    0.442    0.000    0.442    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/utils/state_name.py:48(<dictcomp>)
   118204    0.149    0.000    0.442    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/dtypes/common.py:137(is_object_dtype)
        1    0.000    0.000    0.428    0.428 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:3774(write_image)
        1    0.000    0.000    0.428    0.428 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/io/_kaleido.py:150(write_image)
        1    0.000    0.000    0.427    0.427 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/io/_kaleido.py:25(to_image)
   118204    0.398    0.000    0.425    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexes/base.py:5300(__contains__)
        1    0.000    0.000    0.425    0.425 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/kaleido/scopes/plotly.py:78(transform)
        1    0.000    0.000    0.423    0.423 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/kaleido/scopes/base.py:283(_perform_transform)
        1    0.398    0.398    0.398    0.398 {method 'readline' of '_io.BufferedReader' objects}
   945600    0.395    0.000    0.395    0.000 {method 'set' of '_contextvars.ContextVar' objects}
  3782416    0.392    0.000    0.392    0.000 {built-in method numpy.geterrobj}
   354700    0.391    0.000    0.391    0.000 {method 'argmax' of 'numpy.ndarray' objects}
   591219    0.366    0.000    0.368    0.000 {built-in method builtins.sorted}
   118200    0.168    0.000    0.367    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/factors/discrete/DiscreteFactor.py:136(get_cardinality)
   296094    0.355    0.000    0.355    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
  1122900    0.353    0.000    0.353    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/inference/ExactInference.py:1398(<listcomp>)
   591002    0.344    0.000    0.344    0.000 {method 'transpose' of 'numpy.ndarray' objects}
   298460    0.228    0.000    0.344    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexing.py:2678(check_dict_or_set_indexers)
  3251218    0.334    0.000    0.334    0.000 {method 'items' of 'dict' objects}
   295525    0.329    0.000    0.329    0.000 {method 'reshape' of 'numpy.ndarray' objects}
    59187    0.038    0.000    0.327    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/abc.py:117(__instancecheck__)
   297877    0.151    0.000    0.325    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/series.py:750(_values)
   945604    0.321    0.000    0.321    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:426(__init__)
  1241100    0.316    0.000    0.316    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/inference/base.py:263(<listcomp>)
   296702    0.294    0.000    0.294    0.000 {built-in method numpy.empty}
    59187    0.177    0.000    0.290    0.000 {built-in method _abc._abc_instancecheck}
   236411    0.288    0.000    0.288    0.000 {built-in method numpy.zeros}
  1182000    0.285    0.000    0.285    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
   591000    0.259    0.000    0.259    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:1455(<listcomp>)
  2660122    0.257    0.000    0.257    0.000 {method 'keys' of 'dict' objects}
   118206    0.129    0.000    0.250    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1425(_is_dtype_type)
  2424611    0.238    0.000    0.238    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.211    0.211 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/inf_cutset_conditioning/cutset_cond_algs.py:261(load_long_noise_model_through_time)
        2    0.000    0.000    0.206    0.103 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/builders.py:773(o2sat_fev1_fef2575_long_model_noise_shared_healthy_vars_and_temporal_ar)
   945600    0.198    0.000    0.198    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/global_vars.py:148(get_compute_backend)
   946699    0.194    0.000    0.194    0.000 {built-in method builtins.hasattr}
        2    0.000    0.000    0.191    0.096 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/graph_builders.py:712(fev1_fef2575_o2sat_point_in_time_noise_factor_graph)
   236420    0.169    0.000    0.189    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/utils/compat_fns.py:8(size)
        2    0.000    0.000    0.188    0.094 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/base/UndirectedGraph.py:195(add_edges_from)
       38    0.000    0.000    0.188    0.005 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/models/FactorGraph.py:71(add_edge)
       38    0.000    0.000    0.188    0.005 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/base/UndirectedGraph.py:155(add_edge)
       38    0.000    0.000    0.188    0.005 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/classes/graph.py:893(add_edge)
      192    0.002    0.000    0.187    0.001 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/factors/discrete/DiscreteFactor.py:1017(__hash__)
  1122939    0.186    0.000    0.186    0.000 {built-in method builtins.iter}
   946413    0.185    0.000    0.185    0.000 {built-in method __new__ of type object at 0x1026ef920}
   297877    0.174    0.000    0.174    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/managers.py:1960(internal_values)
   945600    0.169    0.000    0.169    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:2166(_allclose_dispatcher)
   886922    0.157    0.000    0.157    0.000 {method 'index' of 'list' objects}
  1182000    0.147    0.000    0.147    0.000 {built-in method _operator.index}
   118203    0.065    0.000    0.145    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/generic.py:638(_info_axis)
   300232    0.094    0.000    0.143    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/common.py:367(apply_if_callable)
   118200    0.127    0.000    0.137    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/inference/ExactInference.py:1280(__init__)
   945600    0.128    0.000    0.128    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:2245(_isclose_dispatcher)
   299641    0.124    0.000    0.124    0.000 {pandas._libs.lib.is_scalar}
    59000    0.122    0.000    0.122    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/helpers.py:814(calc_days_elapsed)
    59100    0.120    0.000    0.120    0.000 {method 'flatten' of 'numpy.ndarray' objects}
   118200    0.098    0.000    0.117    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/factors/discrete/DiscreteFactor.py:165(<dictcomp>)
59123/59105    0.025    0.000    0.113    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/abc.py:121(__subclasscheck__)
     2365    0.007    0.000    0.109    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexing.py:1139(__getitem__)
   946192    0.106    0.000    0.106    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/multiarray.py:669(result_type)
   595143    0.104    0.000    0.104    0.000 {pandas._libs.lib.is_integer}
   591000    0.101    0.000    0.101    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:1389(_moveaxis_dispatcher)
   120599    0.097    0.000    0.097    0.000 {built-in method builtins.hash}
      384    0.000    0.000    0.093    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/utils/compat_fns.py:27(tobytes)
      384    0.093    0.000    0.093    0.000 {method 'tobytes' of 'numpy.ndarray' objects}
    59100    0.092    0.000    0.092    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/helpers.py:768(add_or_update_posterior)
   591003    0.092    0.000    0.092    0.000 {method 'insert' of 'list' objects}
   236420    0.090    0.000    0.090    0.000 {method 'intersection' of 'set' objects}
      592    0.003    0.000    0.088    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/frame.py:1401(iterrows)
59123/59105    0.087    0.000    0.087    0.000 {built-in method _abc._abc_subclasscheck}
   177360    0.081    0.000    0.081    0.000 {method 'update' of 'dict' objects}
      596    0.010    0.000    0.081    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/series.py:371(__init__)
   354700    0.076    0.000    0.076    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/multiarray.py:346(where)
    69226    0.049    0.000    0.075    0.000 {method 'get' of 'dict' objects}
   177300    0.065    0.000    0.065    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/inference/ExactInference.py:1339(<listcomp>)
   118204    0.038    0.000    0.063    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/dtypes/common.py:123(<lambda>)
   118200    0.062    0.000    0.062    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/classes/reportviews.py:197(__contains__)
      592    0.003    0.000    0.062    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexing.py:1681(_getitem_axis)
   177300    0.061    0.000    0.061    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/inference/helpers.py:37(<lambda>)
   296102    0.053    0.000    0.053    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/multiarray.py:1080(copyto)
      595    0.004    0.000    0.052    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/frame.py:3776(_ixs)
   236420    0.049    0.000    0.049    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2974(_prod_dispatcher)
   300246    0.049    0.000    0.049    0.000 {built-in method builtins.callable}
   118200    0.047    0.000    0.047    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/factors/discrete/DiscreteFactor.py:162(<listcomp>)
   295520    0.047    0.000    0.047    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/global_vars.py:142(get_dtype)
   118204    0.043    0.000    0.043    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/dtypes/common.py:121(classes)
      591    0.011    0.000    0.037    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/managers.py:941(fast_xs)
   296094    0.035    0.000    0.035    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexes/base.py:6612(_maybe_cast_indexer)
   177412    0.033    0.000    0.033    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2172(_sum_dispatcher)
      600    0.006    0.000    0.032    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/construction.py:519(sanitize_array)
       12    0.000    0.000    0.030    0.002 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5104(update)
   119444    0.025    0.000    0.025    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.024    0.024 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/subplots.py:6(make_subplots)
        1    0.000    0.000    0.024    0.024 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/_subplots.py:42(make_subplots)
    30/24    0.000    0.000    0.022    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:3846(_perform_update)
        3    0.000    0.000    0.021    0.007 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_figure.py:766(update_layout)
        3    0.000    0.000    0.021    0.007 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:1367(update_layout)
        3    0.021    0.007    0.021    0.007 {method 'write' of '_io.BufferedWriter' objects}
   118220    0.020    0.000    0.020    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/classes/reportviews.py:205(__call__)
      596    0.004    0.000    0.020    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1147(maybe_infer_to_datetimelike)
      597    0.012    0.000    0.016    0.000 {pandas._libs.lib.maybe_convert_objects}
      592    0.001    0.000    0.015    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/base.py:347(interleaved_dtype)
        2    0.000    0.000    0.015    0.007 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/var_builders.py:809(o2sat_fev1_fef2575_long_model_noise_shared_healthy_vars_and_temporal_ar)
      592    0.005    0.000    0.014    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1400(find_common_type)
       35    0.014    0.000    0.014    0.000 {method 'copy' of 'numpy.ndarray' objects}
  835/612    0.003    0.000    0.012    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4667(__getitem__)
     1772    0.007    0.000    0.012    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexing.py:1213(_is_scalar_access)
      596    0.004    0.000    0.011    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/managers.py:1825(from_array)
      299    0.002    0.000    0.011    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:49(_str_to_dict_path_full)
  191/189    0.000    0.000    0.011    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:157(_check_path_in_prop_tree)
     1772    0.003    0.000    0.010    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/frame.py:3982(_get_value)
     2390    0.004    0.000    0.010    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/generic.py:6206(__setattr__)
       14    0.000    0.000    0.010    0.001 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/cpts/helpers.py:11(get_cpt)
    92/64    0.000    0.000    0.010    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4805(__setitem__)
  482/367    0.001    0.000    0.009    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4762(__contains__)
       14    0.000    0.000    0.009    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/lib/npyio.py:282(load)
  386/324    0.000    0.000    0.009    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5879(__contains__)
  573/555    0.000    0.000    0.009    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5872(__getitem__)
       16    0.000    0.000    0.008    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:3003(batch_update)
        8    0.000    0.000    0.008    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2868(plotly_update)
     1196    0.005    0.000    0.007    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/generic.py:6147(__finalize__)
      598    0.001    0.000    0.007    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/_config/config.py:271(__call__)
     4744    0.003    0.000    0.007    0.000 {built-in method builtins.any}
 1274/704    0.001    0.000    0.007    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4416(_props)
     3788    0.001    0.000    0.007    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:1819(_str_to_dict_path)
      598    0.001    0.000    0.007    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/_config/config.py:145(_get_option)
       14    0.000    0.000    0.007    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/lib/format.py:738(read_array)
