Mon Nov 25 22:06:47 2024    cuset_cond_profiling.prof

         44485298 function calls (44113235 primitive calls) in 135.243 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   178100    0.532    0.000   71.597    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:2170(allclose)
   178100   13.037    0.000   68.489    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:2249(isclose)
   178100   34.546    0.000   51.811    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:2330(within_tol)
   297100    0.994    0.000   20.596    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/inference/ExactInference.py:1557(calc_factor_node_message)
358221/357501   19.354    0.000   19.360    0.000 {built-in method _functools.reduce}
   356200   14.000    0.000   14.000    0.000 {built-in method builtins.abs}
   178292    0.449    0.000   10.735    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/factors/discrete/DiscreteFactor.py:845(copy)
   888564   10.267    0.000   10.267    0.000 {built-in method numpy.array}
   178292    0.362    0.000    9.950    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/utils/compat_fns.py:15(copy)
  1599480    7.426    0.000    7.426    0.000 {method 'reduce' of 'numpy.ufunc' objects}
   770840    1.226    0.000    7.328    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:71(_wrapreduction)
   236420    1.725    0.000    7.265    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/factors/discrete/DiscreteFactor.py:82(__init__)
   534304    0.485    0.000    5.955    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2421(all)
    59100    0.122    0.000    4.059    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/inf_cutset_conditioning/helpers.py:5(build_vevidence_cutset_conditioned_ar)
   355191    0.640    0.000    2.681    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/series.py:1016(__getitem__)
   828607    0.292    0.000    2.569    0.000 {method 'sum' of 'numpy.ndarray' objects}
   236420    0.425    0.000    2.336    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/utils/state_name.py:8(store_state_names)
   828607    0.240    0.000    2.277    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/_methods.py:47(_sum)
    59100    0.245    0.000    2.074    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/factors/discrete/CPD.py:94(__init__)
   236420    0.198    0.000    2.055    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2979(prod)
   355400    0.670    0.000    1.987    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/inference/ExactInference.py:1536(calc_variable_node_message)
    59100    0.844    0.000    1.823    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/helpers.py:805(get_virtual_message)
   356208    0.642    0.000    1.545    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:33(seterr)
   236420    0.154    0.000    1.454    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/utils/state_name.py:52(<dictcomp>)
   355190    0.487    0.000    1.434    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/series.py:1139(_get_value)
   236438    1.300    0.000    1.300    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/utils/state_name.py:53(<dictcomp>)
   118200    0.381    0.000    1.061    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/inference/base.py:178(_check_virtual_evidence)
   118691    1.008    0.000    1.008    0.000 {method 'strftime' of 'datetime.date' objects}
   178104    0.192    0.000    0.983    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:435(__exit__)
   178104    0.136    0.000    0.889    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:430(__enter__)
5155832/5155827    0.452    0.000    0.702    0.000 {built-in method builtins.isinstance}
   355194    0.306    0.000    0.665    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexes/base.py:3763(get_loc)
   356216    0.152    0.000    0.650    0.000 {built-in method builtins.next}
   178108    0.262    0.000    0.648    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/contextlib.py:139(__exit__)
   356208    0.553    0.000    0.580    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:132(geterr)
   356200    0.241    0.000    0.490    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:452(_no_nep50_warning)
        1    0.000    0.000    0.451    0.451 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:3774(write_image)
        1    0.000    0.000    0.451    0.451 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/io/_kaleido.py:150(write_image)
        1    0.000    0.000    0.450    0.450 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/io/_kaleido.py:25(to_image)
        1    0.000    0.000    0.447    0.447 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/kaleido/scopes/plotly.py:78(transform)
        1    0.000    0.000    0.445    0.445 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/kaleido/scopes/base.py:283(_perform_transform)
        1    0.419    0.419    0.419    0.419 {method 'readline' of '_io.BufferedReader' objects}
   236420    0.409    0.000    0.409    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/utils/state_name.py:48(<dictcomp>)
298109/298105    0.406    0.000    0.408    0.000 {built-in method builtins.all}
   178108    0.111    0.000    0.374    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/contextlib.py:130(__enter__)
   770840    0.361    0.000    0.361    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:72(<dictcomp>)
   357560    0.213    0.000    0.326    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexing.py:2678(check_dict_or_set_indexers)
   355194    0.322    0.000    0.322    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
419476/419467    0.320    0.000    0.320    0.000 {built-in method builtins.getattr}
   178108    0.094    0.000    0.308    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/contextlib.py:279(helper)
   118200    0.141    0.000    0.307    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/factors/discrete/DiscreteFactor.py:136(get_cardinality)
   119900    0.280    0.000    0.307    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/models/FactorGraph.py:157(get_cardinality)
    59105    0.236    0.000    0.298    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:136(ones)
   356208    0.266    0.000    0.266    0.000 {built-in method numpy.seterrobj}
   295525    0.257    0.000    0.257    0.000 {method 'reshape' of 'numpy.ndarray' objects}
2876742/2872534    0.250    0.000    0.252    0.000 {built-in method builtins.len}
   356977    0.132    0.000    0.248    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/series.py:750(_values)
    59187    0.024    0.000    0.247    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/abc.py:117(__instancecheck__)
   473600    0.150    0.000    0.243    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/inference/base.py:252(_get_virtual_evidence_var_list)
    59187    0.126    0.000    0.223    0.000 {built-in method _abc._abc_instancecheck}
   178108    0.164    0.000    0.214    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/contextlib.py:102(__init__)
        1    0.000    0.000    0.202    0.202 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/inf_cutset_conditioning/cutset_cond_algs.py:261(load_long_noise_model_through_time)
   178303    0.143    0.000    0.200    0.000 <frozen importlib._bootstrap>:1053(_handle_fromlist)
        2    0.000    0.000    0.200    0.100 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/builders.py:773(o2sat_fev1_fef2575_long_model_noise_shared_healthy_vars_and_temporal_ar)
   355400    0.136    0.000    0.189    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/classes/graph.py:1315(neighbors)
        2    0.000    0.000    0.189    0.094 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/graph_builders.py:712(fev1_fef2575_o2sat_point_in_time_noise_factor_graph)
        2    0.000    0.000    0.184    0.092 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/base/UndirectedGraph.py:195(add_edges_from)
       38    0.000    0.000    0.184    0.005 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/models/FactorGraph.py:71(add_edge)
       38    0.000    0.000    0.184    0.005 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/base/UndirectedGraph.py:155(add_edge)
       38    0.000    0.000    0.184    0.005 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/classes/graph.py:893(add_edge)
      192    0.002    0.000    0.184    0.001 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/factors/discrete/DiscreteFactor.py:1017(__hash__)
   889507    0.158    0.000    0.158    0.000 {method 'copy' of 'dict' objects}
   178100    0.144    0.000    0.144    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
  1424900    0.140    0.000    0.140    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/factors/discrete/DiscreteFactor.py:118(scope)
   359332    0.085    0.000    0.129    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/common.py:367(apply_if_callable)
   236420    0.103    0.000    0.120    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/utils/compat_fns.py:8(size)
    59000    0.115    0.000    0.115    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/helpers.py:824(calc_days_elapsed)
   356977    0.115    0.000    0.115    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/managers.py:1960(internal_values)
  1365622    0.111    0.000    0.111    0.000 {method 'keys' of 'dict' objects}
   534304    0.110    0.000    0.110    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2416(_all_dispatcher)
   534311    0.107    0.000    0.107    0.000 {built-in method numpy.asanyarray}
   178100    0.105    0.000    0.105    0.000 {method 'set' of '_contextvars.ContextVar' objects}
    59100    0.104    0.000    0.104    0.000 {method 'flatten' of 'numpy.ndarray' objects}
      384    0.000    0.000    0.100    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/utils/compat_fns.py:27(tobytes)
      384    0.100    0.000    0.100    0.000 {method 'tobytes' of 'numpy.ndarray' objects}
59123/59105    0.023    0.000    0.097    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/abc.py:121(__subclasscheck__)
   118200    0.097    0.000    0.097    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/inference/ExactInference.py:1281(__init__)
   118200    0.080    0.000    0.096    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/factors/discrete/DiscreteFactor.py:165(<dictcomp>)
     2365    0.007    0.000    0.094    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexing.py:1139(__getitem__)
   473600    0.093    0.000    0.093    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/inference/base.py:263(<listcomp>)
   235560    0.092    0.000    0.092    0.000 {method 'update' of 'dict' objects}
  1009411    0.090    0.000    0.090    0.000 {method 'append' of 'list' objects}
   297100    0.087    0.000    0.087    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/inference/ExactInference.py:1402(<listcomp>)
    60811    0.085    0.000    0.085    0.000 {built-in method numpy.zeros}
   712416    0.084    0.000    0.084    0.000 {built-in method numpy.geterrobj}
   771418    0.083    0.000    0.083    0.000 {method 'items' of 'dict' objects}
   358741    0.082    0.000    0.082    0.000 {pandas._libs.lib.is_scalar}
      592    0.003    0.000    0.082    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/frame.py:1401(iterrows)
   713343    0.081    0.000    0.081    0.000 {pandas._libs.lib.is_integer}
      596    0.010    0.000    0.075    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/series.py:371(__init__)
59123/59105    0.074    0.000    0.075    0.000 {built-in method _abc._abc_subclasscheck}
   178104    0.071    0.000    0.071    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:426(__init__)
    59100    0.069    0.000    0.069    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/helpers.py:778(add_or_update_posterior)
     2399    0.068    0.000    0.068    0.000 {built-in method builtins.hash}
    69226    0.036    0.000    0.060    0.000 {method 'get' of 'dict' objects}
   236420    0.056    0.000    0.056    0.000 {method 'intersection' of 'set' objects}
      592    0.003    0.000    0.055    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexing.py:1681(_getitem_axis)
    60303    0.053    0.000    0.053    0.000 {built-in method numpy.empty}
   355439    0.053    0.000    0.053    0.000 {built-in method builtins.iter}
   177300    0.047    0.000    0.047    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/inference/ExactInference.py:1345(<listcomp>)
   179199    0.045    0.000    0.046    0.000 {built-in method builtins.hasattr}
      595    0.004    0.000    0.045    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/frame.py:3776(_ixs)
   359346    0.044    0.000    0.044    0.000 {built-in method builtins.callable}
   178100    0.043    0.000    0.043    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/global_vars.py:148(get_compute_backend)
   297522    0.042    0.000    0.042    0.000 {method 'index' of 'list' objects}
   236420    0.041    0.000    0.041    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2974(_prod_dispatcher)
   295520    0.040    0.000    0.040    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/global_vars.py:142(get_dtype)
   118200    0.040    0.000    0.040    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/factors/discrete/DiscreteFactor.py:162(<listcomp>)
   355194    0.037    0.000    0.037    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexes/base.py:6612(_maybe_cast_indexer)
   178100    0.035    0.000    0.035    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:2166(_allclose_dispatcher)
   178913    0.035    0.000    0.035    0.000 {built-in method __new__ of type object at 0x100cf4920}
      591    0.010    0.000    0.032    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/managers.py:941(fast_xs)
   118200    0.031    0.000    0.031    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/classes/reportviews.py:197(__contains__)
      600    0.005    0.000    0.030    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/construction.py:519(sanitize_array)
       12    0.000    0.000    0.029    0.002 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5104(update)
   178100    0.023    0.000    0.023    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:2245(_isclose_dispatcher)
   178692    0.023    0.000    0.023    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/multiarray.py:669(result_type)
   118220    0.022    0.000    0.022    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/classes/reportviews.py:205(__call__)
        1    0.000    0.000    0.022    0.022 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/subplots.py:6(make_subplots)
        1    0.000    0.000    0.022    0.022 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/_subplots.py:42(make_subplots)
    30/24    0.000    0.000    0.021    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:3846(_perform_update)
        3    0.000    0.000    0.021    0.007 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_figure.py:766(update_layout)
        3    0.000    0.000    0.021    0.007 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:1367(update_layout)
        3    0.020    0.007    0.020    0.007 {method 'write' of '_io.BufferedWriter' objects}
     1600    0.006    0.000    0.019    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:1393(moveaxis)
      596    0.004    0.000    0.019    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1147(maybe_infer_to_datetimelike)
      597    0.011    0.000    0.015    0.000 {pandas._libs.lib.maybe_convert_objects}
  835/612    0.003    0.000    0.013    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4667(__getitem__)
      592    0.000    0.000    0.012    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/base.py:347(interleaved_dtype)
      592    0.004    0.000    0.012    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1400(find_common_type)
        2    0.000    0.000    0.011    0.006 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/var_builders.py:809(o2sat_fev1_fef2575_long_model_noise_shared_healthy_vars_and_temporal_ar)
      299    0.002    0.000    0.011    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:49(_str_to_dict_path_full)
    59703    0.011    0.000    0.011    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/multiarray.py:1080(copyto)
     1700    0.004    0.000    0.011    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/pgmpy/pgmpy/models/FactorGraph.py:474(get_point_mass_message)
  191/189    0.000    0.000    0.011    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:157(_check_path_in_prop_tree)
     1772    0.006    0.000    0.011    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexing.py:1213(_is_scalar_access)
      596    0.003    0.000    0.010    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/managers.py:1825(from_array)
  482/367    0.001    0.000    0.010    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4762(__contains__)
     3200    0.006    0.000    0.009    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:1330(normalize_axis_tuple)
    92/64    0.000    0.000    0.009    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4805(__setitem__)
     1772    0.003    0.000    0.009    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/frame.py:3982(_get_value)
  573/555    0.000    0.000    0.009    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5872(__getitem__)
  386/324    0.000    0.000    0.009    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5879(__contains__)
       14    0.000    0.000    0.009    0.001 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/cpts/helpers.py:11(get_cpt)
     2390    0.003    0.000    0.008    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/generic.py:6206(__setattr__)
       35    0.008    0.000    0.008    0.000 {method 'copy' of 'numpy.ndarray' objects}
       14    0.000    0.000    0.008    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/lib/npyio.py:282(load)
       16    0.000    0.000    0.008    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:3003(batch_update)
        8    0.000    0.000    0.008    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2868(plotly_update)
      598    0.001    0.000    0.007    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/_config/config.py:271(__call__)
     1196    0.005    0.000    0.007    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/generic.py:6147(__finalize__)
 1274/704    0.001    0.000    0.007    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4416(_props)
     3788    0.001    0.000    0.007    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:1819(_str_to_dict_path)
      598    0.001    0.000    0.007    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/_config/config.py:145(_get_option)
        3    0.000    0.000    0.006    0.002 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_figure.py:23773(update_xaxes)
     4744    0.002    0.000    0.006    0.000 {built-in method builtins.any}
       14    0.000    0.000    0.006    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/lib/format.py:738(read_array)
  288/170    0.001    0.000    0.006    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4439(_get_child_props)
      360    0.000    0.000    0.006    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:91(_split_and_chomp)
        8    0.000    0.000    0.005    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2942(_perform_plotly_update)
        8    0.000    0.000    0.005    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2619(_perform_plotly_relayout)
     1187    0.004    0.000    0.005    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2388(new_block)
       14    0.005    0.000    0.005    0.000 {built-in method numpy.fromfile}
       73    0.000    0.000    0.005    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5179(_set_prop)
  720/360    0.001    0.000    0.005    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/utils.py:379(chomp_empty_strings)
  3329/24    0.002    0.000    0.005    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/copy.py:128(deepcopy)
   248/22    0.001    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/copy.py:227(_deepcopy_dict)
        1    0.000    0.000    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/kaleido/scopes/plotly.py:74(_json_dumps)
      595    0.001    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/frame.py:654(_constructor_sliced_from_mgr)
        1    0.000    0.000    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/io/_json.py:174(to_json)
        1    0.000    0.000    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_figure.py:5(__init__)
        1    0.000    0.000    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:410(__init__)
        1    0.001    0.001    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/io/_json.py:78(to_json_plotly)
     1200    0.003    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/generic.py:274(__init__)
      598    0.002    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:274(full)
        1    0.000    0.000    0.004    0.004 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/inference/helpers.py:78(plot_histogram)
        1    0.000    0.000    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/ops/common.py:62(new_method)
        1    0.000    0.000    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/arraylike.py:38(__eq__)
        1    0.000    0.000    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/series.py:5794(_cmp_method)
      598    0.001    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/_config/config.py:127(_get_single_key)
       13    0.000    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5886(__setitem__)
       28    0.000    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2662(_is_key_path_compatible)
    11824    0.004    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/blocks.py:1007(iget)
      597    0.001    0.000    0.003    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/generic.py:760(_set_axis)
        2    0.000    0.000    0.003    0.002 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_figure.py:23915(update_yaxes)
